,Datetime,Open
0,2025-08-29 09:30:00-04:00,178.11000061035156
1,2025-08-29 09:45:00-04:00,175.08999633789062
2,2025-08-29 10:00:00-04:00,174.7899932861328
3,2025-08-29 10:15:00-04:00,174.60000610351562
4,2025-08-29 10:30:00-04:00,175.05999755859375
5,2025-08-29 10:45:00-04:00,174.3300018310547
6,2025-08-29 11:00:00-04:00,173.64999389648438
7,2025-08-29 11:15:00-04:00,174.63499450683594
8,2025-08-29 11:30:00-04:00,174.75999450683594
9,2025-08-29 11:45:00-04:00,174.17999267578125
10,2025-08-29 12:00:00-04:00,173.76699829101562
11,2025-08-29 12:15:00-04:00,174.4250030517578
12,2025-08-29 12:30:00-04:00,174.14999389648438
13,2025-08-29 12:45:00-04:00,174.74000549316406
14,2025-08-29 13:00:00-04:00,174.44500732421875
15,2025-08-29 13:15:00-04:00,173.5299072265625
16,2025-08-29 13:30:00-04:00,173.53500366210938
17,2025-08-29 13:45:00-04:00,174.0699005126953
18,2025-08-29 14:00:00-04:00,174.07000732421875
19,2025-08-29 14:15:00-04:00,173.875
20,2025-08-29 14:30:00-04:00,173.57420349121094
21,2025-08-29 14:45:00-04:00,173.76499938964844
22,2025-08-29 15:00:00-04:00,174.21499633789062
23,2025-08-29 15:15:00-04:00,173.9149932861328
24,2025-08-29 15:30:00-04:00,174.0449981689453
25,2025-08-29 15:45:00-04:00,174.3699951171875
26,2025-09-02 09:30:00-04:00,170.0500030517578
27,2025-09-02 09:45:00-04:00,170.7899932861328
28,2025-09-02 10:00:00-04:00,171.63999938964844
29,2025-09-02 10:15:00-04:00,170.28500366210938
30,2025-09-02 10:30:00-04:00,170.6300048828125
31,2025-09-02 10:45:00-04:00,169.34030151367188
32,2025-09-02 11:00:00-04:00,169.51499938964844
33,2025-09-02 11:15:00-04:00,169.1300048828125
34,2025-09-02 11:30:00-04:00,169.0500030517578
35,2025-09-02 11:45:00-04:00,168.08999633789062
36,2025-09-02 12:00:00-04:00,167.83990478515625
37,2025-09-02 12:15:00-04:00,167.75999450683594
38,2025-09-02 12:30:00-04:00,167.94000244140625
39,2025-09-02 12:45:00-04:00,168.4499969482422
40,2025-09-02 13:00:00-04:00,169.00999450683594
41,2025-09-02 13:15:00-04:00,168.44760131835938
42,2025-09-02 13:30:00-04:00,169.22999572753906
43,2025-09-02 13:45:00-04:00,169.57000732421875
44,2025-09-02 14:00:00-04:00,169.2100067138672
45,2025-09-02 14:15:00-04:00,169.2100067138672
46,2025-09-02 14:30:00-04:00,169.1999969482422
47,2025-09-02 14:45:00-04:00,169.42999267578125
48,2025-09-02 15:00:00-04:00,169.60000610351562
49,2025-09-02 15:15:00-04:00,169.97999572753906
50,2025-09-02 15:30:00-04:00,170.2899932861328
51,2025-09-02 15:45:00-04:00,170.56500244140625
52,2025-09-03 09:30:00-04:00,170.96600341796875
53,2025-09-03 09:45:00-04:00,169.9550018310547
54,2025-09-03 10:00:00-04:00,171.13999938964844
55,2025-09-03 10:15:00-04:00,170.6300048828125
56,2025-09-03 10:30:00-04:00,171.35000610351562
57,2025-09-03 10:45:00-04:00,172.05499267578125
58,2025-09-03 11:00:00-04:00,171.89999389648438
59,2025-09-03 11:15:00-04:00,171.3300018310547
60,2025-09-03 11:30:00-04:00,170.70579528808594
61,2025-09-03 11:45:00-04:00,171.14810180664062
62,2025-09-03 12:00:00-04:00,171.13499450683594
63,2025-09-03 12:15:00-04:00,171.47500610351562
64,2025-09-03 12:30:00-04:00,171.52999877929688
65,2025-09-03 12:45:00-04:00,170.86500549316406
66,2025-09-03 13:00:00-04:00,170.9199981689453
67,2025-09-03 13:15:00-04:00,171.24000549316406
68,2025-09-03 13:30:00-04:00,170.77999877929688
69,2025-09-03 13:45:00-04:00,170.50999450683594
70,2025-09-03 14:00:00-04:00,170.18499755859375
71,2025-09-03 14:15:00-04:00,169.9586944580078
72,2025-09-03 14:30:00-04:00,169.36500549316406
73,2025-09-03 14:45:00-04:00,169.40499877929688
74,2025-09-03 15:00:00-04:00,169.35499572753906
75,2025-09-03 15:15:00-04:00,169.17999267578125
76,2025-09-03 15:30:00-04:00,169.36000061035156
77,2025-09-03 15:45:00-04:00,169.64500427246094
78,2025-09-04 09:30:00-04:00,170.5500030517578
79,2025-09-04 09:45:00-04:00,170.43260192871094
80,2025-09-04 10:00:00-04:00,170.02999877929688
81,2025-09-04 10:15:00-04:00,170.06500244140625
82,2025-09-04 10:30:00-04:00,170.86000061035156
83,2025-09-04 10:45:00-04:00,170.78500366210938
84,2025-09-04 11:00:00-04:00,170.84500122070312
85,2025-09-04 11:15:00-04:00,170.29580688476562
86,2025-09-04 11:30:00-04:00,170.8083953857422
87,2025-09-04 11:45:00-04:00,170.41000366210938
88,2025-09-04 12:00:00-04:00,170.5500030517578
89,2025-09-04 12:15:00-04:00,170.86000061035156
90,2025-09-04 12:30:00-04:00,170.46499633789062
91,2025-09-04 12:45:00-04:00,170.8800048828125
92,2025-09-04 13:00:00-04:00,170.51499938964844
93,2025-09-04 13:15:00-04:00,170.55999755859375
94,2025-09-04 13:30:00-04:00,170.4550018310547
95,2025-09-04 13:45:00-04:00,170.75
96,2025-09-04 14:00:00-04:00,170.6199951171875
97,2025-09-04 14:15:00-04:00,170.50579833984375
98,2025-09-04 14:30:00-04:00,170.4149932861328
99,2025-09-04 14:45:00-04:00,170.63499450683594
100,2025-09-04 15:00:00-04:00,170.8350067138672
101,2025-09-04 15:15:00-04:00,171.0074005126953
102,2025-09-04 15:30:00-04:00,170.88999938964844
103,2025-09-04 15:45:00-04:00,170.9600067138672
104,2025-09-05 09:30:00-04:00,168.02999877929688
105,2025-09-05 09:45:00-04:00,168.52999877929688
106,2025-09-05 10:00:00-04:00,167.64999389648438
107,2025-09-05 10:15:00-04:00,165.89500427246094
108,2025-09-05 10:30:00-04:00,165.1300048828125
109,2025-09-05 10:45:00-04:00,165.0
110,2025-09-05 11:00:00-04:00,164.55999755859375
111,2025-09-05 11:15:00-04:00,165.4949951171875
112,2025-09-05 11:30:00-04:00,166.08680725097656
113,2025-09-05 11:45:00-04:00,166.67999267578125
114,2025-09-05 12:00:00-04:00,166.39999389648438
115,2025-09-05 12:15:00-04:00,166.8842010498047
116,2025-09-05 12:30:00-04:00,166.3699951171875
117,2025-09-05 12:45:00-04:00,166.97000122070312
118,2025-09-05 13:00:00-04:00,166.8800048828125
119,2025-09-05 13:15:00-04:00,166.7899932861328
120,2025-09-05 13:30:00-04:00,166.5850067138672
121,2025-09-05 13:45:00-04:00,166.0507049560547
122,2025-09-05 14:00:00-04:00,166.1199951171875
123,2025-09-05 14:15:00-04:00,166.4759063720703
124,2025-09-05 14:30:00-04:00,166.75999450683594
125,2025-09-05 14:45:00-04:00,166.5449981689453
126,2025-09-05 15:00:00-04:00,166.3350067138672
127,2025-09-05 15:15:00-04:00,166.78500366210938
128,2025-09-05 15:30:00-04:00,167.08999633789062
129,2025-09-05 15:45:00-04:00,166.72000122070312
130,2025-09-08 09:30:00-04:00,167.55999755859375
131,2025-09-08 09:45:00-04:00,170.02000427246094
132,2025-09-08 10:00:00-04:00,170.2899932861328
133,2025-09-08 10:15:00-04:00,169.81500244140625
134,2025-09-08 10:30:00-04:00,170.25
135,2025-09-08 10:45:00-04:00,170.13999938964844
136,2025-09-08 11:00:00-04:00,169.8800048828125
137,2025-09-08 11:15:00-04:00,170.03500366210938
138,2025-09-08 11:30:00-04:00,169.9600067138672
139,2025-09-08 11:45:00-04:00,169.79820251464844
140,2025-09-08 12:00:00-04:00,169.96499633789062
141,2025-09-08 12:15:00-04:00,170.08999633789062
142,2025-09-08 12:30:00-04:00,170.16000366210938
143,2025-09-08 12:45:00-04:00,170.0399932861328
144,2025-09-08 13:00:00-04:00,169.9698028564453
145,2025-09-08 13:15:00-04:00,169.91000366210938
146,2025-09-08 13:30:00-04:00,169.8699951171875
147,2025-09-08 13:45:00-04:00,170.13999938964844
148,2025-09-08 14:00:00-04:00,169.8000030517578
149,2025-09-08 14:15:00-04:00,169.9149932861328
150,2025-09-08 14:30:00-04:00,169.7100067138672
151,2025-09-08 14:45:00-04:00,169.66000366210938
152,2025-09-08 15:00:00-04:00,169.26499938964844
153,2025-09-08 15:15:00-04:00,169.125
154,2025-09-08 15:30:00-04:00,169.14999389648438
155,2025-09-08 15:45:00-04:00,169.47999572753906
156,2025-09-09 09:30:00-04:00,168.9199981689453
157,2025-09-09 09:45:00-04:00,168.97999572753906
158,2025-09-09 10:00:00-04:00,168.3800048828125
159,2025-09-09 10:15:00-04:00,168.3000030517578
160,2025-09-09 10:30:00-04:00,168.07000732421875
161,2025-09-09 10:45:00-04:00,167.1999969482422
162,2025-09-09 11:00:00-04:00,167.40499877929688
163,2025-09-09 11:15:00-04:00,167.50999450683594
164,2025-09-09 11:30:00-04:00,167.7550048828125
165,2025-09-09 11:45:00-04:00,167.67010498046875
166,2025-09-09 12:00:00-04:00,168.09500122070312
167,2025-09-09 12:15:00-04:00,168.66099548339844
168,2025-09-09 12:30:00-04:00,168.7100067138672
169,2025-09-09 12:45:00-04:00,168.5399932861328
170,2025-09-09 13:00:00-04:00,168.25999450683594
171,2025-09-09 13:15:00-04:00,168.0800018310547
172,2025-09-09 13:30:00-04:00,168.08999633789062
173,2025-09-09 13:45:00-04:00,167.89500427246094
174,2025-09-09 14:00:00-04:00,168.0850067138672
175,2025-09-09 14:15:00-04:00,168.43499755859375
176,2025-09-09 14:30:00-04:00,168.25990295410156
177,2025-09-09 14:45:00-04:00,168.33250427246094
178,2025-09-09 15:00:00-04:00,169.03500366210938
179,2025-09-09 15:15:00-04:00,169.3300018310547
180,2025-09-09 15:30:00-04:00,170.24000549316406
181,2025-09-09 15:45:00-04:00,170.0449981689453
182,2025-09-10 09:30:00-04:00,176.64999389648438
183,2025-09-10 09:45:00-04:00,178.5800018310547
184,2025-09-10 10:00:00-04:00,177.1699981689453
185,2025-09-10 10:15:00-04:00,176.89500427246094
186,2025-09-10 10:30:00-04:00,177.64999389648438
187,2025-09-10 10:45:00-04:00,178.6750030517578
188,2025-09-10 11:00:00-04:00,178.88999938964844
189,2025-09-10 11:15:00-04:00,178.9949951171875
190,2025-09-10 11:30:00-04:00,178.6199951171875
191,2025-09-10 11:45:00-04:00,177.77000427246094
192,2025-09-10 12:00:00-04:00,177.85000610351562
193,2025-09-10 12:15:00-04:00,177.8000030517578
194,2025-09-10 12:30:00-04:00,177.97999572753906
195,2025-09-10 12:45:00-04:00,177.3800048828125
196,2025-09-10 13:00:00-04:00,177.6699981689453
197,2025-09-10 13:15:00-04:00,177.9199981689453
198,2025-09-10 13:30:00-04:00,178.0050048828125
199,2025-09-10 13:45:00-04:00,177.99000549316406
200,2025-09-10 14:00:00-04:00,177.67999267578125
201,2025-09-10 14:15:00-04:00,177.35000610351562
202,2025-09-10 14:30:00-04:00,176.27000427246094
203,2025-09-10 14:45:00-04:00,176.51499938964844
204,2025-09-10 15:00:00-04:00,176.63499450683594
205,2025-09-10 15:15:00-04:00,176.07000732421875
206,2025-09-10 15:30:00-04:00,176.72999572753906
207,2025-09-10 15:45:00-04:00,177.1300048828125
208,2025-09-11 09:30:00-04:00,179.69000244140625
209,2025-09-11 09:45:00-04:00,177.97999572753906
210,2025-09-11 10:00:00-04:00,177.83999633789062
211,2025-09-11 10:15:00-04:00,177.06900024414062
212,2025-09-11 10:30:00-04:00,177.2550048828125
213,2025-09-11 10:45:00-04:00,177.95989990234375
214,2025-09-11 11:00:00-04:00,177.8350067138672
215,2025-09-11 11:15:00-04:00,177.98500061035156
